;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te;auc_dif
4;{'n_estimators': 184, 'max_depth': 2, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
7;{'n_estimators': 110, 'max_depth': 18, 'min_samples_leaf': 318, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
10;{'n_estimators': 172, 'max_depth': 9, 'min_samples_leaf': 404, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
22;{'n_estimators': 157, 'max_depth': 9, 'min_samples_leaf': 366, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
28;{'n_estimators': 44, 'max_depth': 13, 'min_samples_leaf': 423, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
31;{'n_estimators': 180, 'max_depth': 15, 'min_samples_leaf': 404, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
34;{'n_estimators': 79, 'max_depth': 14, 'min_samples_leaf': 472, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
37;{'n_estimators': 10, 'max_depth': 4, 'min_samples_leaf': 404, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
61;{'n_estimators': 33, 'max_depth': 3, 'min_samples_leaf': 433, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
67;{'n_estimators': 192, 'max_depth': 7, 'min_samples_leaf': 337, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
88;{'n_estimators': 72, 'max_depth': 2, 'min_samples_leaf': 375, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
91;{'n_estimators': 10, 'max_depth': 17, 'min_samples_leaf': 395, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
94;{'n_estimators': 75, 'max_depth': 8, 'min_samples_leaf': 472, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
97;{'n_estimators': 44, 'max_depth': 9, 'min_samples_leaf': 414, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
103;{'n_estimators': 37, 'max_depth': 5, 'min_samples_leaf': 308, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
106;{'n_estimators': 41, 'max_depth': 20, 'min_samples_leaf': 356, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
109;{'n_estimators': 145, 'max_depth': 4, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
124;{'n_estimators': 99, 'max_depth': 4, 'min_samples_leaf': 308, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
127;{'n_estimators': 153, 'max_depth': 11, 'min_samples_leaf': 318, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
130;{'n_estimators': 33, 'max_depth': 7, 'min_samples_leaf': 452, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
142;{'n_estimators': 130, 'max_depth': 17, 'min_samples_leaf': 337, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
169;{'n_estimators': 188, 'max_depth': 5, 'min_samples_leaf': 452, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
172;{'n_estimators': 60, 'max_depth': 6, 'min_samples_leaf': 375, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
178;{'n_estimators': 172, 'max_depth': 11, 'min_samples_leaf': 337, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
181;{'n_estimators': 13, 'max_depth': 14, 'min_samples_leaf': 318, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
184;{'n_estimators': 126, 'max_depth': 19, 'min_samples_leaf': 366, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
187;{'n_estimators': 122, 'max_depth': 13, 'min_samples_leaf': 318, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
193;{'n_estimators': 75, 'max_depth': 1, 'min_samples_leaf': 395, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
199;{'n_estimators': 64, 'max_depth': 1, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
202;{'n_estimators': 161, 'max_depth': 7, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
208;{'n_estimators': 41, 'max_depth': 4, 'min_samples_leaf': 472, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
211;{'n_estimators': 13, 'max_depth': 19, 'min_samples_leaf': 366, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
232;{'n_estimators': 161, 'max_depth': 16, 'min_samples_leaf': 356, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
238;{'n_estimators': 172, 'max_depth': 12, 'min_samples_leaf': 366, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
241;{'n_estimators': 44, 'max_depth': 4, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
244;{'n_estimators': 122, 'max_depth': 17, 'min_samples_leaf': 347, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
256;{'n_estimators': 75, 'max_depth': 10, 'min_samples_leaf': 395, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
262;{'n_estimators': 10, 'max_depth': 20, 'min_samples_leaf': 375, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
277;{'n_estimators': 165, 'max_depth': 17, 'min_samples_leaf': 337, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
280;{'n_estimators': 83, 'max_depth': 9, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
283;{'n_estimators': 122, 'max_depth': 6, 'min_samples_leaf': 327, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
286;{'n_estimators': 48, 'max_depth': 14, 'min_samples_leaf': 433, 'criterion': 'entropy'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
298;{'n_estimators': 192, 'max_depth': 4, 'min_samples_leaf': 385, 'criterion': 'gini'};RandomForest;50,00%;30,61%;7,65%;25,00%;11,72%;"[[289   0   0   0]
 [240   0   0   0]
 [240   0   0   0]
 [175   0   0   0]]";50,00%;30,80%;7,70%;25,00%;11,77%;"[[73  0  0  0]
 [60  0  0  0]
 [60  0  0  0]
 [44  0  0  0]]";0,00%
151;{'n_estimators': 41, 'max_depth': 13, 'min_samples_leaf': 212, 'criterion': 'gini'};RandomForest;77,34%;52,65%;52,26%;47,07%;34,39%;"[[266   0  23   0]
 [ 96   2 142   0]
 [ 11   0 229   0]
 [ 24   0 151   0]]";77,35%;51,90%;26,53%;46,20%;33,39%;"[[68  0  5  0]
 [24  0 36  0]
 [ 5  0 55  0]
 [ 9  0 35  0]]";0,01%
289;{'n_estimators': 168, 'max_depth': 13, 'min_samples_leaf': 250, 'criterion': 'gini'};RandomForest;78,21%;53,07%;26,99%;47,37%;34,12%;"[[273   0  16   0]
 [112   0 128   0]
 [ 12   0 228   0]
 [ 31   0 144   0]]";78,17%;51,48%;26,21%;45,64%;33,06%;"[[70  0  3  0]
 [23  0 37  0]
 [ 8  0 52  0]
 [ 8  0 36  0]]";0,04%
295;{'n_estimators': 192, 'max_depth': 15, 'min_samples_leaf': 250, 'criterion': 'gini'};RandomForest;78,16%;53,28%;52,09%;47,56%;34,42%;"[[274   0  15   0]
 [111   1 128   0]
 [ 12   0 228   0]
 [ 30   0 145   0]]";78,11%;51,48%;26,21%;45,64%;33,06%;"[[70  0  3  0]
 [23  0 37  0]
 [ 8  0 52  0]
 [ 8  0 36  0]]";0,05%
58;{'n_estimators': 114, 'max_depth': 7, 'min_samples_leaf': 241, 'criterion': 'entropy'};RandomForest;78,95%;52,65%;26,82%;47,02%;33,86%;"[[269   0  20   0]
 [115   0 125   0]
 [ 12   0 228   0]
 [ 28   0 147   0]]";78,88%;53,16%;51,85%;47,38%;34,75%;"[[69  0  4  0]
 [26  1 33  0]
 [ 4  0 56  0]
 [10  0 34  0]]";0,07%
85;{'n_estimators': 114, 'max_depth': 18, 'min_samples_leaf': 231, 'criterion': 'entropy'};RandomForest;78,26%;52,75%;52,03%;47,16%;34,17%;"[[267   0  22   0]
 [108   1 131   0]
 [ 10   0 230   0]
 [ 27   0 148   0]]";78,15%;52,74%;27,06%;47,04%;33,98%;"[[68  0  5  0]
 [26  0 34  0]
 [ 3  0 57  0]
 [ 7  0 37  0]]";0,11%
26;{'n_estimators': 103, 'max_depth': 11, 'learning_rate': 0,001};XGBoost;99,99%;99,58%;99,60%;99,58%;99,59%;"[[287   2   0   0]
 [  1 239   0   0]
 [  0   0 240   0]
 [  0   0   1 174]]";85,07%;63,71%;62,04%;62,40%;62,01%;"[[58  9  3  3]
 [ 6 27 16 11]
 [ 2  7 41 10]
 [ 4  7  8 25]]";14,92%
235;{'n_estimators': 161, 'max_depth': 10, 'min_samples_leaf': 231, 'criterion': 'entropy'};RandomForest;78,04%;52,75%;27,05%;47,14%;34,00%;"[[268   0  21   0]
 [107   0 133   0]
 [ 10   0 230   0]
 [ 28   0 147   0]]";78,15%;54,01%;52,67%;48,29%;35,45%;"[[68  0  5  0]
 [24  1 35  0]
 [ 1  0 59  0]
 [ 9  0 35  0]]";0,11%
157;{'n_estimators': 168, 'max_depth': 17, 'min_samples_leaf': 231, 'criterion': 'entropy'};RandomForest;78,00%;52,75%;27,05%;47,14%;34,00%;"[[268   0  21   0]
 [107   0 133   0]
 [ 10   0 230   0]
 [ 28   0 147   0]]";78,15%;53,59%;27,68%;47,87%;34,59%;"[[68  0  5  0]
 [24  0 36  0]
 [ 1  0 59  0]
 [ 8  0 36  0]]";0,15%
79;{'n_estimators': 10, 'max_depth': 18, 'min_samples_leaf': 1, 'criterion': 'gini'};RandomForest;99,99%;99,36%;99,47%;99,35%;99,41%;"[[288   0   1   0]
 [  3 237   0   0]
 [  1   0 239   0]
 [  1   0   0 174]]";86,40%;69,62%;68,42%;66,50%;66,49%;"[[65  7  1  0]
 [ 6 39 10  5]
 [ 4  8 44  4]
 [ 2 13 12 17]]";13,59%
281;{'n_estimators': 33, 'max_depth': 19, 'learning_rate': 0,017306122448979593};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";88,24%;69,62%;68,87%;67,33%;67,30%;"[[62  7  3  1]
 [ 7 33 13  7]
 [ 3  6 49  2]
 [ 3  7 13 21]]";11,76%
44;{'n_estimators': 25, 'max_depth': 15, 'learning_rate': 0,049918367346938775};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,49%;74,26%;75,50%;72,07%;72,32%;"[[64  5  4  0]
 [ 5 36 14  5]
 [ 4  2 53  1]
 [ 2  5 14 23]]";10,51%
215;{'n_estimators': 13, 'max_depth': 17, 'learning_rate': 0,11514285714285714};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,50%;72,15%;72,25%;70,06%;70,24%;"[[61  6  5  1]
 [ 5 38 12  5]
 [ 3  4 50  3]
 [ 2  6 14 22]]";10,50%
163;{'n_estimators': 106, 'max_depth': 13, 'min_samples_leaf': 202, 'criterion': 'entropy'};RandomForest;79,24%;53,18%;49,03%;47,65%;35,42%;"[[263   0  26   0]
 [ 96   6 138   0]
 [  7   0 233   0]
 [ 20   1 154   0]]";78,95%;53,16%;27,61%;47,53%;34,38%;"[[67  0  6  0]
 [24  0 36  0]
 [ 1  0 59  0]
 [ 7  0 37  0]]";0,29%
212;{'n_estimators': 17, 'max_depth': 10, 'learning_rate': 0,5064897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,03%;73,42%;73,39%;71,01%;71,19%;"[[63  4  5  1]
 [ 6 40 11  3]
 [ 3  3 50  4]
 [ 2  8 13 21]]";9,97%
55;{'n_estimators': 21, 'max_depth': 16, 'min_samples_leaf': 212, 'criterion': 'gini'};RandomForest;77,74%;52,86%;42,14%;47,25%;34,62%;"[[268   1  20   0]
 [104   3 133   0]
 [ 12   0 228   0]
 [ 25   1 149   0]]";77,38%;51,90%;26,69%;46,20%;33,50%;"[[68  0  5  0]
 [25  0 35  0]
 [ 5  0 55  0]
 [ 7  1 36  0]]";0,35%
120;{'n_estimators': 137, 'max_depth': 12, 'min_data_in_leaf': 472, 'learning_rate': 0,8};Lighgbm;99,99%;99,15%;99,11%;98,93%;99,02%;"[[289   0   0   0]
 [  0 238   0   2]
 [  0   0 240   0]
 [  1   0   5 169]]";90,10%;74,68%;73,34%;72,64%;72,78%;"[[64  6  2  1]
 [ 5 41  9  5]
 [ 2  4 48  6]
 [ 1 12  7 24]]";9,89%
19;{'n_estimators': 141, 'max_depth': 8, 'min_samples_leaf': 270, 'criterion': 'entropy'};RandomForest;80,49%;52,33%;26,30%;46,60%;33,50%;"[[275   0  14   0]
 [126   0 114   0]
 [ 21   0 219   0]
 [ 34   0 141   0]]";79,95%;51,48%;50,64%;45,64%;33,47%;"[[70  0  3  0]
 [29  1 30  0]
 [ 9  0 51  0]
 [10  0 34  0]]";0,54%
